_id,year,mileage,brand,model,price
66a0efb0952edb4403107ffc,2014.0,189558.0,Audi,Q5,16337.0
66a0efb0952edb4403107ffd,2003.0,167937.0,BMW,5 Series,10477.0
66a0efb0952edb4403107ffe,2007.0,116725.0,BMW,5 Series,18127.0
66a0efb0952edb4403107fff,2009.0,21613.0,Ford,Focus,21973.0
66a0efb0952edb4403108000,2019.0,159044.0,BMW,5 Series,18252.0
66a0efb0952edb4403108001,2000.0,151347.0,BMW,5 Series,9601.0
66a0efb0952edb4403108002,2010.0,790.0,BMW,X3,24637.0
66a0efb0952edb4403108003,2005.0,183252.0,Audi,A4,12577.0
66a0efb0952edb4403108004,2002.0,159041.0,Honda,X3,12005.0
66a0efb0952edb4403108005,2005.0,192787.0,Audi,Q5,10172.0
66a0efb0952edb4403108006,2013.0,119539.0,Toyota,Corolla,18241.0
66a0efb0952edb4403108007,2019.0,81201.0,Ford,Focus,23469.0
66a0efb0952edb4403108008,2017.0,95174.0,Toyota,Prius,21823.0
66a0efb0952edb4403108009,2010.0,103545.0,Honda,Accord,18846.0
66a0efb0952edb440310800a,2022.0,102376.0,Ford,Fusion,24117.0
66a0efb0952edb440310800b,2012.0,86573.0,BMW,3 Series,21273.0
66a0efb0952edb440310800c,2015.0,140897.0,Toyota,Camry,18409.0
66a0efb0952edb440310800d,2007.0,140743.0,Honda,Accord,16459.0
66a0efb0952edb440310800e,2022.0,70221.0,Ford,Focus,27137.0
66a0efb0952edb440310800f,2018.0,47312.0,Audi,A3,24912.0
66a0efb0952edb4403108010,2004.0,36370.0,BMW,3 Series,20122.0
66a0efb0952edb4403108011,2012.0,101070.0,Ford,Accord,19329.0
66a0efb0952edb4403108012,2016.0,89511.0,BMW,X3,23836.0
66a0efb0952edb4403108013,2003.0,166636.0,Toyota,Camry,12863.0
66a0efb0952edb4403108014,2019.0,10641.0,Ford,Fusion,27373.0
66a0efb0952edb4403108015,2003.0,94946.0,Ford,Mustang,16314.0
66a0efb0952edb4403108016,2010.0,150441.0,Ford,Fusion,16555.0
66a0efb0952edb4403108017,2011.0,115598.0,Audi,A4,19082.0
66a0efb0952edb4403108018,2012.0,174492.0,Ford,Focus,15811.0
66a0efb0952edb4403108019,2017.0,194458.0,BMW,3 Series,17072.0
66a0efb0952edb440310801a,2010.0,139135.0,Toyota,Corolla,17254.0
66a0efb0952edb440310801b,2006.0,33742.0,Honda,Accord,20894.0
66a0efb0952edb440310801c,2017.0,48524.0,Toyota,Prius,26522.0
66a0efb0952edb440310801d,2007.0,52490.0,Audi,A3,20756.0
66a0efb0952edb440310801e,2006.0,149678.0,Toyota,Corolla,12377.0
66a0efb0952edb440310801f,2016.0,58811.0,BMW,3 Series,24103.0
66a0efb0952edb4403108020,2009.0,21160.0,BMW,3 Series,20779.0
66a0efb0952edb4403108021,2016.0,193335.0,Honda,5 Series,15874.0
66a0efb0952edb4403108022,2020.0,140097.0,Honda,Accord,21632.0
66a0efb0952edb4403108023,2019.0,110159.0,Ford,Fusion,21297.0
66a0efb0952edb4403108024,2012.0,176799.0,Honda,Fit,16822.0
66a0efb0952edb4403108025,2013.0,40940.0,Honda,Civic,24077.0
66a0efb0952edb4403108026,2009.0,124738.0,Honda,Focus,15200.0
66a0efb0952edb4403108027,2002.0,20032.0,Honda,Accord,19731.0
66a0efb0952edb4403108028,2008.0,155519.0,Toyota,Camry,15720.0
66a0efb0952edb4403108029,2021.0,154765.0,Honda,Civic,20815.0
66a0efb0952edb440310802a,2010.0,148484.0,BMW,3 Series,17657.0
66a0efb0952edb440310802b,2002.0,112192.0,Honda,Accord,12500.0
66a0efb0952edb440310802c,2016.0,25399.0,Toyota,Prius,23380.0
66a0efb0952edb440310802d,2013.0,88595.0,Audi,A4,21065.0
66a0efb0952edb440310802e,2004.0,78665.0,BMW,3 Series,15850.0
66a0efb0952edb440310802f,2016.0,68225.0,BMW,X3,24571.0
66a0efb0952edb4403108030,2006.0,36845.0,Toyota,Prius,18958.0
66a0efb0952edb4403108031,2014.0,83864.0,Honda,Fit,20428.0
66a0efb0952edb4403108032,2015.0,125931.0,Honda,Accord,17995.0
66a0efb0952edb4403108033,2013.0,80503.0,Toyota,Prius,19552.0
66a0efb0952edb4403108034,2009.0,19236.0,Honda,Civic,21260.0
66a0efb0952edb4403108035,2020.0,82092.0,Toyota,Prius,24319.0
66a0efb0952edb4403108036,2006.0,99063.0,Ford,Fusion,17262.0
66a0efb0952edb4403108037,2002.0,114435.0,Audi,A3,15289.0
66a0efb0952edb4403108038,2012.0,3041.0,Audi,A3,22743.0
66a0efb0952edb4403108039,2003.0,68034.0,BMW,5 Series,15477.0
66a0efb0952edb440310803a,2001.0,40544.0,Ford,Focus,18045.0
66a0efb0952edb440310803b,2006.0,8153.0,Toyota,Camry,21527.0
66a0efb0952edb440310803c,2006.0,73213.0,Ford,Mustang,19376.0
66a0efb0952edb440310803d,2019.0,96207.0,BMW,X3,24143.0
66a0efb0952edb440310803e,2012.0,131547.0,Ford,Focus,18451.0
66a0efb0952edb440310803f,2001.0,38053.0,Honda,Accord,18045.0
66a0efb0952edb4403108040,2010.0,116175.0,Audi,A4,15981.0
66a0efb0952edb4403108041,2002.0,113058.0,Audi,A4,13830.0
66a0efb0952edb4403108042,2014.0,78107.0,Honda,Fit,21741.0
66a0efb0952edb4403108043,2009.0,186345.0,Audi,A4,13396.0
66a0efb0952edb4403108044,2018.0,4211.0,Honda,Civic,26828.0
66a0efb0952edb4403108045,2016.0,122746.0,Ford,Mustang,19462.0
66a0efb0952edb4403108046,2010.0,108117.0,Ford,Fusion,16785.0
66a0efb0952edb4403108047,2015.0,181101.0,Honda,Fit,17056.0
66a0efb0952edb4403108048,2017.0,173791.0,Audi,A4,17450.0
66a0efb0952edb4403108049,2016.0,38023.0,BMW,3 Series,25064.0
66a0efb0952edb440310804a,2022.0,51017.0,BMW,5 Series,28160.0
66a0efb0952edb440310804b,2006.0,129247.0,Toyota,Prius,15547.0
66a0efb0952edb440310804c,2004.0,36824.0,BMW,3 Series,19972.0
66a0efb0952edb440310804d,2000.0,92347.0,Honda,Fit,15680.0
66a0efb0952edb440310804e,2016.0,27195.0,Honda,A4,24786.0
66a0efb0952edb440310804f,2016.0,110713.0,Ford,Fusion,21345.0
66a0efb0952edb4403108050,2015.0,114742.0,Ford,Mustang,20013.0
66a0efb0952edb4403108051,2014.0,156829.0,Toyota,Camry,18122.0
66a0efb0952edb4403108052,2022.0,23279.0,Honda,Civic,27290.0
66a0efb0952edb4403108053,2010.0,104172.0,Honda,5 Series,18810.0
66a0efb0952edb4403108054,2004.0,103841.0,BMW,3 Series,14680.0
66a0efb0952edb4403108055,2019.0,8372.0,Honda,Civic,27420.0
66a0efb0952edb4403108056,2010.0,30650.0,Ford,Fusion,22128.0
66a0efb0952edb4403108057,2015.0,88086.0,Honda,Civic,22391.0
66a0efb0952edb4403108058,2018.0,24108.0,BMW,3 Series,26384.0
66a0efb0952edb4403108059,2013.0,185023.0,Audi,A4,15649.0
66a0efb0952edb440310805a,2005.0,115229.0,Honda,Accord,13304.0
66a0efb0952edb440310805b,2007.0,67314.0,Ford,Focus,17014.0
66a0efb0952edb440310805c,2018.0,144530.0,Toyota,Camry,20247.0
66a0efb0952edb440310805d,2004.0,154279.0,Honda,Accord,13489.0
66a0efb0952edb440310805e,2019.0,87360.0,BMW,3 Series,25253.0
66a0efb0952edb440310805f,2015.0,101314.0,Honda,Civic,20068.0
66a0efb0952edb4403108060,2020.0,178722.0,BMW,3 Series,18215.0
66a0efb0952edb4403108061,2004.0,175266.0,Ford,Fusion,9754.0
66a0efb0952edb4403108062,2002.0,48407.0,Audi,Q5,18919.0
66a0efb0952edb4403108063,2005.0,119001.0,Audi,A4,16879.0
66a0efb0952edb4403108064,2021.0,164869.0,Ford,Focus,22319.0
66a0efb0952edb4403108065,2010.0,27218.0,Audi,Q5,20591.0
66a0efb0952edb4403108066,2021.0,29181.0,Honda,Civic,28784.0
66a0efb0952edb4403108067,2019.0,47135.0,Toyota,Camry,23795.0
66a0efb0952edb4403108068,2020.0,172721.0,Ford,Fusion,19345.0
66a0efb0952edb4403108069,2022.0,191125.0,Honda,Civic,21372.0
66a0efb0952edb440310806a,2020.0,171395.0,Honda,Civic,18136.0
66a0efb0952edb440310806b,2006.0,62368.0,Toyota,Prius,17520.0
66a0efb0952edb440310806c,2004.0,103481.0,BMW,3 Series,15695.0
66a0efb0952edb440310806d,2013.0,89554.0,Ford,Mustang,19164.0
66a0efb0952edb440310806e,2005.0,180614.0,Ford,Mustang,11602.0
66a0efb0952edb440310806f,2003.0,150869.0,Toyota,Corolla,13871.0
66a0efb0952edb4403108070,2016.0,2086.0,Ford,Fusion,26958.0
66a0efb0952edb4403108071,2005.0,33478.0,Audi,A3,19507.0
66a0efb0952edb4403108072,2022.0,117005.0,Audi,Q5,25498.0
66a0efb0952edb4403108073,2013.0,168444.0,Audi,A4,15588.0
66a0efb0952edb4403108074,2015.0,77929.0,BMW,X3,22121.0
66a0efb0952edb4403108075,2013.0,1182.0,Ford,Fusion,23903.0
66a0efb0952edb4403108076,2012.0,177839.0,Ford,Focus,16310.0
66a0efb0952edb4403108077,2010.0,58441.0,Toyota,Prius,18762.0
66a0efb0952edb4403108078,2007.0,198149.0,Toyota,Prius,13538.0
66a0efb0952edb4403108079,2011.0,46714.0,BMW,5 Series,23546.0
